jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning
JLPT2,短所,たんしょ,"shortcoming, defect"
JLPT1,飲み込む,のみこむ,"swallow, grasp"
JLPT1,生やす,はやす,"grow, cultivate"
JLPT0,文学者,ぶんがくしゃ,"literary person, literati"
JLPT0,弱気,よわき,"timid, weak-spirited"
JLPT0,ぱっと,ぱっと,"suddenly, quickly"
JLPT1,必然,ひつぜん,"inevitable, necessary"
JLPT0,ひょっとしたら,ひょっとしたら,perhaps
JLPT0,見つめる,みつめる,stare
JLPT2,目上,めうえ,"one's superiors, one's elders"
JLPT1,年長,ねんちょう,seniority
JLPT1,見習う,みならう,"learn, follow someone's example"
JLPT1,無能,むのう,"inefficiency, incompetence"
JLPT2,パンツ,パンツ,"pants, trousers"
JLPT0,真夜中,まよなか,"midnight, middle of the night"
JLPT2,似合う,にあう,"suit, match well"
JLPT0,洋式,ようしき,Western style
JLPT2,若々しい,わかわかしい,"youthful, young-looking"
JLPT1,短気,たんき,short temper
JLPT0,取り返す,とりかえす,"take back, regain"
JLPT1,和やか,なごやか,"peaceful, mild"
JLPT0,似せる,にせる,"imitate, forge"
JLPT2,にっこり,にっこり,"smiling, grinning"
JLPT2,待ち合わせる,まちあわせる,"wait for, meet by appointment"
JLPT2,何で,なんで,"why, what for"
JLPT0,値切る,ねぎる,"bargain, haggle"
JLPT2,元々,もともと,"originally, by nature"
JLPT1,指差す,ゆびさす,point to
JLPT1,とっさに,とっさに,at once
JLPT0,割り,わり,rate
JLPT2,売買,ばいばい,"buying and selling, trade"
JLPT0,町外れ,まちはずれ,outskirts of a town
JLPT0,洋間,ようま,Western-style room
JLPT1,ミュージック,ミュージック,music
JLPT1,ロマンチック,ロマンチック,romantic
JLPT0,短期大学,たんきだいがく,junior college
JLPT0,月初め,つきはじめ,at the beginning of the month
JLPT1,度忘れ,どわすれ,"memory lapse, mental block"
JLPT0,にやにや,にやにや,grin to oneself
JLPT0,真四角,ましかく,square
JLPT0,物覚え,ものおぼえ,memory
JLPT0,その内,そのうち,"before long, sooner or later"
JLPT2,知人,ちじん,"acquaintance, friend"
JLPT0,つぶやく,つぶやく,"mutter, murmur"
JLPT2,強気,つよき,"tough, bullish"
JLPT2,出会う,であう,meet
JLPT0,低,てい,low
JLPT0,何しろ,なにしろ,"anyhow, as you know"
JLPT2,生,なま,"raw, fresh"
JLPT0,にらむ,にらむ,"glare, stare"
JLPT2,能,のう,"ability, capability"
JLPT0,のんき,のんき,"carefree, easy-going"
JLPT0,はねる,はねる,"run over, hit"
JLPT0,ばら色,ばらいろ,rose color
JLPT0,ふもと,ふもと,foot of the mountain
JLPT0,ほほ,ほほ,cheek
JLPT0,ほほえむ,ほほえむ,smile
JLPT1,真心,まごころ,"sincerity, true heart"
JLPT0,町中,まちなか,"the downtown area, the central area of a town"
JLPT0,まれ,まれ,rarely
JLPT1,無言,むごん,"silence, muteness"
JLPT0,めくる,めくる,turn over
JLPT0,もうかる,もうかる,"make a profit, be profitable"
JLPT2,最も,もっとも,the most
JLPT2,行方,ゆくえ,one's whereabouts
JLPT1,予言,よげん,"prediction, forecast"
JLPT2,悪口,わるくち,"slander, abuse"
JLPT0,もうじき,もうじき,soon
JLPT2,やたらに,やたらに,"frequently, persistently"
JLPT2,結局,けっきょく,"after all, finally"
JLPT2,友情,ゆうじょう,friendship
JLPT1,結び,むすび,"end, close"
JLPT2,婚約,こんやく,"engagement, betrothal"
JLPT0,何と,なんと,"what, how"
JLPT3,ちっとも,ちっとも,nothing at all
JLPT1,未婚,みこん,unmarried
JLPT0,この度,このたび,on this occasion
JLPT2,一種,いっしゅ,"a kind of, a sort of"
JLPT2,最高,さいこう,"maximum, supreme"
JLPT3,試合,しあい,"match, game"
JLPT2,満足,まんぞく,"satisfaction, contentment"
JLPT0,果たして,はたして,"as was expected, really"
JLPT3,申し上げる,もうしあげる,"speak humbly, do"
JLPT0,早朝,そうちょう,early morning
JLPT2,効く,きく,be effective
JLPT2,効力,こうりょく,"effect, validity"
JLPT1,無効,むこう,"invalidity, ineffectiveness"
JLPT2,自動,じどう,automatic operation
JLPT0,自国,じこく,one's own country
JLPT0,生き方,いきかた,"way of life, lifestyle"
JLPT2,各自,かくじ,"each one, every individual"
JLPT2,高める,たかめる,"raise, enhance"
JLPT1,パンク,パンク,puncture
JLPT2,経由,けいゆ,"via, through"
JLPT2,信用,しんよう,"trust, credit"
JLPT0,お前,おまえ,"you, darling"
JLPT2,発達,はったつ,"development, growth"
JLPT2,通信,つうしん,"correspondence, communication"
JLPT2,信頼,しんらい,"reliance, confidence"
JLPT2,依頼,いらい,"request, commission"
JLPT2,頼る,たよる,"rely on, depend on"
JLPT0,頼み,たのみ,"request, favor"
JLPT2,頼もしい,たのもしい,"reliable, dependable"
JLPT2,国民,こくみん,"the people, nation"
JLPT2,主要,しゅよう,"main, principal"
JLPT2,主に,おもに,"mainly, mostly"
JLPT1,主食,しゅしょく,staple food
JLPT0,主,おも,"main, chief"
JLPT0,使い,つかい,errand
JLPT2,家主,やぬし,landlord
JLPT2,主義,しゅぎ,"principle, -ism"
JLPT0,共産主義,きょうさんしゅぎ,Communism
JLPT1,義理,ぎり,"sense of duty, justice"
JLPT0,民主,みんしゅ,democracy
JLPT2,議会,ぎかい,"assembly, council"
JLPT1,議題,ぎだい,"topic for discussion, agenda"
JLPT0,初日,しょにち,"first day, opening day"
JLPT0,次回,じかい,next time
JLPT2,重役,じゅうやく,executive
JLPT0,本社,ほんしゃ,head office
JLPT2,不思議,ふしぎ,"mystery, wonder"
JLPT0,つい,つい,"inadvertently, accidentally"
JLPT0,明日,みょうにち,tomorrow
JLPT2,長引く,ながびく,"be prolonged, drag on"
JLPT0,明朝,みょうちょう,tomorrow morning
JLPT2,議論,ぎろん,"argument, discussion"
JLPT2,結論,けつろん,conclusion
JLPT2,学会,がっかい,"academic association, academic conference"
JLPT0,仕上げ,しあげ,"completion, finishing"
JLPT2,引用,いんよう,"quotation, citation"
JLPT2,下書き,したがき,draft
JLPT1,世論,せろん,public opinion
JLPT1,理論,りろん,theory
JLPT0,まとめ,まとめ,summary
JLPT2,違反,いはん,"violation, breach"
JLPT1,反発,はんぱつ,"reaction, backlash"
JLPT0,反論,はんろん,"objection, counterargument"
JLPT1,反する,はんする,"oppose, act contrary to"
JLPT0,少数,しょうすう,"small number, minority"
JLPT1,対話,たいわ,"dialogue, conversation"
JLPT1,対,つい,pair
JLPT1,世論,よろん,public opinion
JLPT2,応用,おうよう,application
JLPT2,一応,いちおう,tentatively
JLPT2,回答,かいとう,"reply, answer"
JLPT2,インタビュー,インタビュー,interview
JLPT1,アンケート,アンケート,questionnaire
JLPT1,ごまかす,ごまかす,"deceive, evade"
JLPT0,行,ぎょう,"line, row"
JLPT1,本文,ほんぶん,"text, this text"
JLPT2,問い,とい,"question, inquiry"
JLPT4,まずい,まずい,"problematic, troublesome"
JLPT2,特色,とくしょく,characteristic
JLPT2,区別,くべつ,"distinction, classification"
JLPT2,差別,さべつ,discrimination
JLPT2,性別,せいべつ,"sex, gender"
JLPT2,性,せい,"sex, nature"
JLPT2,別に,べつに,"especially, particularly"
JLPT0,送別会,そうべつかい,farewell party
JLPT3,専門,せんもん,"specialty, profession"
JLPT0,ファッション,ファッション,fashion
JLPT0,外来語,がいらいご,"loanword, foreign word"
JLPT2,実用,じつよう,"practical use, utility"
JLPT0,経済的,けいざいてき,"economical, economic"
JLPT2,才能,さいのう,"talent, ability"
JLPT0,自主的,じしゅてき,"autonomous, voluntary"
JLPT0,合理的,ごうりてき,"rational, logical"
JLPT0,形式的,けいしきてき,formal
JLPT0,実用的,じつようてき,practical
JLPT0,本格的,ほんかくてき,"full-scale, authentic"
JLPT0,全面的,ぜんめんてき,"all-out, overall"
JLPT0,論理的,ろんりてき,logical
JLPT1,知的,ちてき,"intellectual, mental"
JLPT0,目的地,もくてきち,"destination, goal"
JLPT0,文化的,ぶんかてき,cultural
JLPT2,通り過ぎる,とおりすぎる,"go past, pass"
JLPT0,男性的,だんせいてき,"masculine, manly"
JLPT2,普段,ふだん,"usual, ordinary"
JLPT3,なさる,なさる,do
JLPT0,並み,なみ,"ordinary, average"
JLPT2,男子,だんし,"boy, young man"
JLPT1,もたらす,もたらす,"bring about, lead to"
JLPT0,平面,へいめん,"level surface, plain"
JLPT0,平行,へいこう,"parallel, side by side"
JLPT2,平野,へいや,"plain, open field"
JLPT2,平日,へいじつ,weekday
JLPT3,以下,いか,below
JLPT2,平均,へいきん,"average, equilibrium"
JLPT2,高等,こうとう,"higher, high-grade"
JLPT2,上等,じょうとう,"first-class, premium"
JLPT1,同等,どうとう,equality
JLPT1,対等,たいとう,"equality, parity"
JLPT1,ストレス,ストレス,stress
JLPT1,特有,とくゆう,"characteristic, special"
JLPT0,病室,びょうしつ,"patient room, ward"
JLPT0,病人,びょうにん,"sick person, patient"
JLPT1,弱る,よわる,"weaken, be debilitated"
JLPT2,サイン,サイン,"signature, autograph"
JLPT0,イスラム教,イスラムきょう,"Islam, Muslim religion"
JLPT0,都立,とりつ,"metropolitan, Tokyo metropolitan"
JLPT3,医学,いがく,"medical science, medicine"
JLPT2,生える,はえる,"grow, spring up"
JLPT0,科学者,かがくしゃ,scientist
JLPT2,科目,かもく,subject
JLPT2,自然科学,しぜんかがく,natural science
JLPT0,思い,おもい,"thoughts, feelings"
JLPT0,死者,ししゃ,"dead person, the deceased"
JLPT1,生死,せいし,life and death
JLPT0,病死,びょうし,death from sickness
JLPT1,天国,てんごく,paradise
JLPT2,死亡,しぼう,death
JLPT2,亡くす,なくす,lose (in death)
JLPT0,人手,ひとで,"hand, manpower"
JLPT1,多忙,たぼう,very busy
JLPT0,知らず知らず,しらずしらず,"unawares, without knowing it"
JLPT2,疲れ,つかれ,"fatigue, exhaustion"
JLPT1,休める,やすめる,"give a rest, set at ease"
JLPT0,目薬,めぐすり,eye drops
JLPT1,禁じる,きんじる,"prohibit, forbid"
JLPT0,立ち入り禁止,たちいりきんし,no trespassing
JLPT0,酒屋,さかや,liquor store
JLPT0,禁酒,きんしゅ,abstention from alcohol
JLPT0,つぐ,つぐ,"pour, pour into"
JLPT2,土産,みやげ,souvenir
JLPT2,酔う,よう,get drunk
JLPT3,会場,かいじょう,"venue, meeting place"
JLPT2,取り上げる,とりあげる,"take up, confiscate"
JLPT2,険しい,けわしい,"steep, craggy"
JLPT1,保つ,たもつ,"preserve, sustain"
JLPT2,万一,まんいち,if by any chance
JLPT1,問い合わせる,といあわせる,"inquire, contact"
JLPT2,保証,ほしょう,"guarantee, warranty"
JLPT0,保証人,ほしょうにん,guarantor
JLPT2,生存,せいぞん,"existence, survival"
JLPT3,ご存じ,ごぞんじ,know
JLPT2,保存,ほぞん,"preservation, conservation"
JLPT0,低温,ていおん,low temperature
JLPT2,存じる,ぞんじる,"think, know"
JLPT0,カタログ,カタログ,catalogue
JLPT2,注ぐ,そそぐ,"pour into, concentrate"
JLPT1,受け入れる,うけいれる,"accept, accommodate"
JLPT1,意向,いこう,"intention, inclination"
JLPT1,意図,いと,"intention, aim"
JLPT2,意義,いぎ,"meaning, significance"
JLPT1,活発,かっぱつ,"lively, active"
JLPT1,好意,こうい,"favor, affection"
JLPT2,意地悪,いじわる,"nastiness, ill-natured person"
JLPT0,もっとも,もっとも,quite right
JLPT0,まとまる,まとまる,be collected
JLPT1,同意,どうい,"consent, approval"
JLPT1,無意味,むいみ,"meaningless, absurd"
JLPT1,当人,とうにん,the person in question
JLPT2,生意気,なまいき,"cheeky, conceited"
JLPT2,面,めん,"surface, aspect"
JLPT2,文,ぶん,"writings, sentence"
JLPT2,金額,きんがく,"amount of money, sum"
JLPT1,確定,かくてい,"decision, confirmation"
JLPT2,解答,かいとう,"solution, answer"
JLPT0,認可,にんか,"approval, authorization"
JLPT2,認める,みとめる,"recognize, acknowledge"
JLPT1,効率,こうりつ,efficiency
JLPT2,確率,かくりつ,"probability, rate"
JLPT1,軽率,けいそつ,"rash, light-headed"
JLPT0,率直,そっちょく,"frank, openhearted"
JLPT2,能率,のうりつ,efficiency
JLPT3,機会,きかい,"opportunity, occasion"
JLPT1,親しむ,したしむ,"get close to, get familiar with"
JLPT0,時機,じき,"opportunity, chance"
JLPT0,持ち込む,もちこむ,"bring in, carry on"
JLPT2,要するに,ようするに,"in a word, in short"
JLPT0,制御,せいぎょ,"control, command"
JLPT1,内部,ないぶ,"interior, inner parts"
JLPT2,分解,ぶんかい,taking apart
JLPT2,楽器,がっき,musical instrument
JLPT2,食器,しょっき,"tableware, dinner set"
JLPT2,器用,きよう,"skillful, clever"
JLPT2,受話器,じゅわき,receiver
JLPT1,器,うつわ,"vessel, dish"
JLPT2,器械,きかい,"instrument, apparatus"
JLPT1,取材,しゅざい,"collection of data, gathering of news"
JLPT3,具合,ぐあい,"condition, health"
JLPT2,家具,かぐ,furniture
JLPT1,雨具,あまぐ,"rain gear, rainwear"
JLPT2,乗客,じょうきゃく,passenger
JLPT1,論理,ろんり,logic
JLPT1,準急,じゅんきゅう,local express
JLPT1,設立,せつりつ,"establishment, foundation"
JLPT2,器具,きぐ,"utensil, implement"
JLPT2,使用,しよう,usage
JLPT2,社説,しゃせつ,editorial
JLPT2,実物,じつぶつ,"real thing, actual object"
JLPT1,学説,がくせつ,theory
JLPT1,手元,てもと,at hand
JLPT2,一通り,ひととおり,"briefly, once over"
JLPT1,公立,こうりつ,public
JLPT2,モデル,モデル,model
JLPT0,不公平,ふこうへい,"unfair, unjust"
JLPT2,やっつける,やっつける,"beat, let someone have it"
JLPT2,死体,したい,"corpse, body"
JLPT2,遠足,えんそく,"excursion, hike"
JLPT2,遊園地,ゆうえんち,amusement park
JLPT2,ベンチ,ベンチ,bench
JLPT0,人出,ひとで,"turnout, crowd"
JLPT0,打ち上げる,うちあげる,shoot up
JLPT2,祭日,さいじつ,"national holiday, festival day"
JLPT0,国際的,こくさいてき,international
JLPT0,国際化,こくさいか,internationalization
JLPT2,交際,こうさい,"association, friendship"
JLPT2,際,さい,"occasion, time"
JLPT2,座席,ざせき,seat
JLPT2,飛び出す,とびだす,"fly out, dash out"
JLPT2,ヘリコプター,ヘリコプター,helicopter
JLPT2,飛ばす,とばす,"fly, shoot"
JLPT0,飛び上がる,とびあがる,"fly up, jump up"
JLPT0,つばめ,つばめ,swallow
JLPT0,はえ,はえ,fly
JLPT2,飛行,ひこう,"flight, aviation"
JLPT0,よける,よける,"avoid, evade"
JLPT0,ぴょんと,ぴょんと,jump
JLPT2,航空,こうくう,aviation
JLPT0,航空機,こうくうき,"aircraft, airplane"
JLPT0,航空券,こうくうけん,airline ticket
JLPT2,材木,ざいもく,"timber, wood"
JLPT0,乗り出す,のりだす,"lean forward, embark on"
JLPT0,船長,せんちょう,captain
JLPT0,水力,すいりょく,"waterpower, hydraulic power"
JLPT2,半島,はんとう,peninsula
JLPT0,島,とう,island
JLPT2,完全,かんぜん,"perfect, complete"
JLPT0,不完全,ふかんぜん,"imperfection, incompleteness"
JLPT1,結成,けっせい,"organization, formation"
JLPT2,賛成,さんせい,"approval, agreement"
JLPT2,成人,せいじん,"adult, grownup"
JLPT2,反映,はんえい,reflection
JLPT1,要する,ようする,"require, need"
JLPT1,無論,むろん,"of course, no doubt"
JLPT0,未成年,みせいねん,"minor, underage"
JLPT1,確信,かくしん,"firm belief, conviction"
JLPT2,率,りつ,"ratio, proportion"
JLPT2,違いない,ちがいない,"no mistaking it, for certain"
JLPT2,森林,しんりん,"forest, woodland"
JLPT3,失敗,しっぱい,"failure, mistake"
JLPT0,せい,せい,"cause, fault"
JLPT2,勝敗,しょうはい,victory or defeat
JLPT1,事業,じぎょう,"business, achievement"
JLPT0,立ち直る,たちなおる,"recover, regain one's footing"
JLPT1,原則,げんそく,"principle, general rule"
JLPT2,過ごす,すごす,"pass, let pass"
JLPT2,スライド,スライド,slide
JLPT2,原理,げんり,"principle, theory"
JLPT0,原子力,げんしりょく,"atomic energy, nuclear power"
JLPT0,初夏,しょか,early summer
JLPT0,返る,かえる,"be restored to, return to"
JLPT0,野原,のはら,"field, plain"
JLPT2,原,はら,"plain, field"
JLPT2,間接,かんせつ,indirect
JLPT1,要因,よういん,"primary factor, main cause"
JLPT1,不明,ふめい,unknown
JLPT0,証券,しょうけん,"bill, bond"
JLPT2,資料,しりょう,"materials, data"
JLPT1,資格,しかく,"qualifications, competence"
JLPT0,資本主義,しほんしゅぎ,capitalism
JLPT1,ミスプリント,ミスプリント,"misprint, error"
JLPT2,限り,かぎり,"limit, as far as possible"
JLPT2,無限,むげん,"infinite, endless"
JLPT2,現金,げんきん,cash
JLPT2,一生,いっしょう,a lifetime
JLPT1,願書,がんしょ,application form
JLPT2,何とか,なんとか,"somehow or other, one way or another"
JLPT2,願い,ねがい,"wish, request"
JLPT1,手数,てすう,"trouble, bother"
JLPT2,一言,ひとこと,single word
JLPT2,説,せつ,"theory, opinion"
JLPT2,後者,こうしゃ,the latter
JLPT2,正面,しょうめん,"front, face"
JLPT2,正午,しょうご,"noon, noontime"
JLPT1,正義,せいぎ,"justice, righteousness"
JLPT2,正門,せいもん,"main gate, main entrance"
JLPT1,正解,せいかい,"right answer, correct solution"
JLPT2,正方形,せいほうけい,square
JLPT0,正座,せいざ,sitting upright with legs folded under one
JLPT1,正当,せいとう,"just, legal"
JLPT2,不正,ふせい,"fraud, impropriety"
JLPT0,同性,どうせい,of the same sex
JLPT2,異常,いじょう,"extraordinary, exceptional"
JLPT2,日常,にちじょう,"daily, everyday"
JLPT2,意識,いしき,"consciousness, awareness"
JLPT2,常識,じょうしき,"common sense, common knowledge"
JLPT1,異性,いせい,opposite sex
JLPT2,等しい,ひとしい,"equal, same"
JLPT0,非常識,ひじょうしき,lack of common sense
JLPT0,非常口,ひじょうぐち,emergency exit
JLPT1,もてる,もてる,be popular with the opposite sex
JLPT2,エンジン,エンジン,engine
JLPT1,好調,こうちょう,favorable condition
JLPT1,下調べ,したしらべ,"preliminary investigation, preparation"
JLPT0,ネットワーク,ネットワーク,network
JLPT4,どうも,どうも,"for some reason, somehow"
JLPT2,調子,ちょうし,"tone, condition"
JLPT0,不安定,ふあんてい,instability
JLPT0,体調,たいちょう,health condition
JLPT1,単調,たんちょう,"monotonous, dull"
JLPT2,メーター,メーター,"meter, taximeter"
JLPT2,整備,せいび,"maintenance, servicing"
JLPT2,整理,せいり,"disposition, arrangement"
JLPT2,調整,ちょうせい,"regulation, adjustment"
JLPT2,整う,ととのう,"be in order, be adjusted"
JLPT1,経費,けいひ,expense
JLPT2,節約,せつやく,"economizing, saving"
JLPT0,行楽,こうらく,"excursion, outing"
JLPT2,調節,ちょうせつ,"adjustment, regulation"
JLPT2,田,た,"rice field, rice paddy"
JLPT2,検査,けんさ,"inspection, examination"
JLPT2,不安,ふあん,"uneasiness, anxiety"
JLPT1,大便,だいべん,"stool, feces"
JLPT2,提出,ていしゅつ,submittal
JLPT2,案,あん,"plan, proposal"
JLPT2,案外,あんがい,unexpectedly
JLPT2,うなずく,うなずく,nod
JLPT1,反応,はんのう,"reaction, response"
JLPT2,投票,とうひょう,"vote, ballot"
JLPT2,役所,やくしょ,public office
JLPT2,目標,もくひょう,"target, goal"
JLPT2,標準,ひょうじゅん,"standard, norm"
JLPT1,達成,たっせい,"attain, achieve"
JLPT2,明確,めいかく,"clear, precise"
JLPT0,本年,ほんねん,this year
JLPT1,国連,こくれん,United Nations
JLPT1,連休,れんきゅう,consecutive holidays
JLPT2,連れ,つれ,companion
JLPT2,次第,しだい,as soon as
JLPT3,連絡,れんらく,"connection, communication"
JLPT2,方々,ほうぼう,"everyone, all people"
JLPT1,前もって,まえもって,in advance
JLPT2,父母,ふぼ,"father and mother, parents"
JLPT2,接続,せつぞく,"connection, joining"
JLPT0,前回,ぜんかい,last time
JLPT2,更に,さらに,"furthermore, still more"
JLPT2,市,し,city
JLPT0,地価,ちか,price of land
JLPT2,手続き,てつづき,"procedure, formalities"
JLPT2,続々,ぞくぞく,"in rapid succession, one after another"
JLPT2,続き,つづき,"continuation, sequel"
JLPT0,長続き,ながつづき,lasting for a long time
JLPT0,相変わらず,あいかわらず,"as usual, as before"
JLPT2,相当,そうとう,"correspondence, suitability"
JLPT0,前半,ぜんはん,first half
JLPT0,思い切って,おもいきって,"boldly, decisively"
JLPT0,部長,ぶちょう,"section chief, department head"
JLPT0,日ソ,にっそ,Japanese-Soviet
JLPT2,記号,きごう,"symbol, mark"
JLPT2,記入,きにゅう,"entry, record"
JLPT2,生年月日,せいねんがっぴ,date of birth
JLPT2,暗記,あんき,memorization
JLPT0,月日,がっぴ,date
JLPT1,経る,へる,"pass, pass through"
JLPT0,必死に,ひっしに,desperately
JLPT2,記憶,きおく,"memory, recollection"
JLPT0,不確か,ふたしか,"unreliable, uncertain"
JLPT2,最低,さいてい,lowest
JLPT0,録音テープ,ろくおんテープ,tape
JLPT1,マスコミ,マスコミ,mass communication
JLPT2,登山,とざん,"climbing, mountaineer"
JLPT1,登校,とうこう,attending school
JLPT0,山登り,やまのぼり,mountain climbing
JLPT1,定める,さだめる,"fix, determine"
JLPT2,社会科学,しゃかいかがく,social sciences
JLPT2,機関,きかん,"engine, agency"
JLPT1,一切,いっさい,"not at all, not one bit"
JLPT2,係,かかり,person in charge
JLPT2,現状,げんじょう,present condition
JLPT2,ますます,ますます,increasingly
JLPT1,実態,じったい,"the actual situation, the realities"
JLPT2,態度,たいど,"attitude, manner"
JLPT2,非常,ひじょう,"emergency, calamity"
JLPT0,不自然,ふしぜん,"unnatural, artificial"
JLPT1,行政,ぎょうせい,administration
JLPT2,関心,かんしん,"concern, interest"
JLPT0,政治家,せいじか,politician
JLPT1,主体,しゅたい,"agent, main constituent"
JLPT1,人民,じんみん,"the people, populace"
JLPT2,体制,たいせい,"system, structure"
JLPT0,無関心,むかんしん,"apathy, indifference"
JLPT1,無知,むち,ignorance
JLPT2,外交,がいこう,"diplomacy, foreign relations"
JLPT0,府立,ふりつ,prefectural
JLPT2,手段,しゅだん,"means, way"
JLPT0,市長,しちょう,mayor
JLPT2,シーズン,シーズン,season
JLPT1,自主,じしゅ,"independence, autonomy"
JLPT0,種目,しゅもく,"item, event"
JLPT0,ラグビー,ラグビー,rugby
JLPT2,入場,にゅうじょう,"entrance, admission"
JLPT0,反則,はんそく,"foul, rule violation"
JLPT0,入選,にゅうせん,"acceptance, selection"
JLPT2,式,しき,ceremony
JLPT1,当選,とうせん,election to office
JLPT2,選択,せんたく,"selection, choice"
JLPT2,気候,きこう,climate
JLPT2,補う,おぎなう,"supplement, replenish"
JLPT1,有力,ゆうりょく,"powerful, influential"
JLPT2,国家,こっか,"state, country"
JLPT0,関節,かんせつ,joint
JLPT1,使用人,しようにん,servant
JLPT0,足首,あしくび,ankle
JLPT2,手首,てくび,wrist
JLPT0,ぶら下げる,ぶらさげる,"hang, suspend"
JLPT1,首脳,しゅのう,"head, leader"
JLPT1,打ち明ける,うちあける,"confide in, reveal"
JLPT3,それほど,それほど,"so much, that much"
JLPT2,悩む,なやむ,"be troubled, suffer"
JLPT1,頭,かしら,"head, chief"
JLPT2,頭痛,ずつう,headache
JLPT2,先頭,せんとう,"forefront, head"
JLPT2,たまらない,たまらない,"can't stand, can't put up with"
JLPT0,自信,じしん,self-confidence
JLPT0,顔色,かおいろ,"complexion, countenance"
JLPT1,一同,いちどう,"everybody, all"
JLPT2,青白い,あおじろい,"pale, pallid"
JLPT0,ずるがしこい,ずるがしこい,"sly, cunning"
JLPT2,平気,へいき,"nonchalant, calm"
JLPT2,改正,かいせい,"revision, amendment"
JLPT2,改める,あらためる,"reform, change"
JLPT2,改めて,あらためて,once again
JLPT1,改まる,あらたまる,"be renewed, change"
JLPT2,生命,せいめい,life
JLPT2,命,いのち,life
JLPT0,領事館,りょうじかん,consulate
JLPT0,領収書,りょうしゅうしょ,"receipt, voucher"
JLPT0,仕組み,しくみ,"construction, arrangement"
JLPT2,組,くみ,school class
JLPT2,組む,くむ,"pair up, partner with"
JLPT1,組み合わせる,くみあわせる,"assort, join together"
JLPT1,組み込む,くみこむ,"incorporate, integrate"
JLPT1,クイズ,クイズ,"quiz, quiz show"
JLPT1,取り組む,とりくむ,"grapple, pursue"
JLPT0,録画,ろくが,videotaping
JLPT0,リクエスト,リクエスト,request
JLPT1,織物,おりもの,"cloth, textile"
JLPT2,新た,あらた,"new, fresh"
JLPT1,進出,しんしゅつ,advancement
JLPT1,進行,しんこう,advancement
JLPT2,進歩,しんぽ,"progress, advancement"
JLPT0,国道,こくどう,national highway
JLPT1,行進,こうしん,"march, parade"
JLPT2,どんどん,どんどん,steadily
JLPT0,北西,ほくせい,northwest
JLPT0,南西,なんせい,southwest
JLPT0,何となく,なんとなく,"in some way, somehow"
JLPT1,推進,すいしん,promotion
JLPT1,市場,しじょう,"market, exchange"
JLPT1,家計,かけい,family finances
JLPT1,主任,しゅにん,"person in charge, head"
JLPT2,支える,ささえる,"support, maintain"
JLPT1,果たす,はたす,"accomplish, realize"
JLPT0,担任,たんにん,supervisor
JLPT0,辞任,じにん,resignation
JLPT0,お世辞,おせじ,"compliment, flattery"
JLPT2,英和,えいわ,English-Japanese
JLPT2,電子,でんし,"electron, electronic"
JLPT2,和英,わえい,Japanese-English
JLPT1,協議,きょうぎ,"conference, deliberation"
JLPT0,委員会,いいんかい,committee
JLPT2,委員,いいん,"committee member, delegate"
JLPT0,大手,おおて,major companies
JLPT0,国鉄,こくてつ,Japan National Railways
JLPT2,支店,してん,branch
JLPT0,おばさん,おばさん,middle-aged woman
JLPT2,商社,しょうしゃ,trading firm
JLPT2,出勤,しゅっきん,"to go to work, attendance at work"
JLPT1,運送,うんそう,"shipping, transportation"
JLPT1,勤勉,きんべん,"diligence, hard work"
JLPT0,ＪＲ,じぇいあーる,"JR, Japan Railways"
JLPT0,日数,にっすう,number of days
JLPT1,勤め先,つとめさき,employment
JLPT2,勤め,つとめ,"service, duties"
JLPT2,もしかしたら,もしかしたら,"possibly, perhaps"
JLPT1,勤務,きんむ,"duty, service"
JLPT2,事務,じむ,"office duty, clerical work"
JLPT3,公務員,こうむいん,"public officer, government worker"
JLPT0,事務員,じむいん,"clerk, clerical staff"
JLPT1,任務,にんむ,"duty, mission"
JLPT1,従業員,じゅうぎょういん,"employee, worker"
JLPT1,ストライキ,ストライキ,strike
JLPT1,良心,りょうしん,conscience
JLPT2,法,ほう,"law, rule"
JLPT2,雇う,やとう,"employ, hire"
JLPT2,実績,じっせき,"achievement, performance"
JLPT0,当たり前,あたりまえ,"of course, obvious"
JLPT2,下,げ,"low class, inferiority, below"
JLPT2,トップ,トップ,top
JLPT2,次ぐ,つぐ,"rank next to, come next"
JLPT2,水準,すいじゅん,"level, standard"
JLPT1,応募,おうぼ,application
JLPT0,多数,たすう,"large number, multitude"
JLPT2,大小,だいしょう,size
JLPT1,有する,ゆうする,"have, possess"
JLPT2,集中,しゅうちゅう,"concentration, convergence"
JLPT2,集合,しゅうごう,"gathering, assembly"
JLPT2,組合,くみあい,"union, guild"
JLPT2,高度,こうど,high degree
JLPT0,国々,くにぐに,"nations, countries"
JLPT2,集まり,あつまり,"gathering, assembly"
JLPT2,様々,さまざま,"various, diverse"
JLPT2,募集,ぼしゅう,"recruitment, collection"
JLPT1,早める,はやめる,"move forward (in time), expedite"
JLPT2,答案,とうあん,"examination paper, answer"
JLPT1,採算,さいさん,profit
JLPT2,採点,さいてん,"marking, grading"
JLPT2,採る,とる,"gather, pick"
JLPT2,供給,きょうきゅう,"supply, provision"
JLPT2,月給,げっきゅう,monthly salary
JLPT0,時給,じきゅう,hourly wage
JLPT2,一昨年,いっさくねん,the year before last
JLPT1,見込み,みこみ,"hope, prospect"
JLPT2,論文,ろんぶん,"thesis, paper"
